@relation ProcessedData

@attribute text string
@attribute class {衣/上身類,衣/下身類,衣/內著類,衣/其它,衣/長衣類,行/台鐵,行/自行車,行/汽車,行/其它,行/飛機,行/高鐵,行/機車,住/水,住/瓦斯,住/其它,住/電,其它,食/水果類,食/水產類,食/肉類/牛,食/肉類/羊,食/肉類/豬,食/肉類/雞,食/豆類,食/乳品類,食/其它,食/穀類,食/油脂類,食/蛋類,食/蔬菜類}

@data
'【 勝崎 生鮮 】 紐西蘭 銀蕨 PS 熟成 巨無霸 沙朗 牛排 比 臉 大',食/肉類/牛
'【 勝崎 生鮮 】 紐西蘭 銀蕨 PS 熟成 巨無霸 沙朗 牛排 超 厚 切',食/肉類/牛
'【 勝崎 生鮮 】 紐西蘭 銀蕨 PS 熟成 骰子 牛組',食/肉類/牛
'【 勝崎 生鮮 】 澳洲 YP碳 中和 戰斧 牛',食/肉類/牛
'【 勝崎 生鮮 】 澳洲 YP碳 中和 牛 霜降 翼板 小 排',食/肉類/牛
'【 勝崎 生鮮 】 澳洲 日本種 M9+ 和 牛牛排',食/肉類/牛
'【 勝崎 生鮮 】 澳洲 日本種 M9+ 和 牛 壽喜 燒片',食/肉類/牛
'【 勝崎 生鮮 】 澳洲 日本種 M9+ 極 厚切 和 牛 牛排',食/肉類/牛
'【 勝崎 生鮮 】 澳洲 卡拉拉 金牌 和牛M9 霜降 牛排',食/肉類/牛
'【 勝崎 生鮮 】 澳洲 安格斯 黑牛 厚切 凝脂 牛排',食/肉類/牛
'【 勝崎 生鮮 】 澳洲 安格斯 黑牛 雪花 牛排',食/肉類/牛
'【 勝崎 生鮮 】 澳洲 安格斯 濕式 熟成 肋眼 牛排',食/肉類/牛
'【 勝崎 生鮮 】 澳洲 穀飼 牛 肋條組',食/肉類/牛
'【 勝崎 生鮮 】 澳洲 穀飼 腱子 心組',食/肉類/牛
'【 愛上 吃 肉 】 美國 藍帶 特選 嫩 肩 牛',食/肉類/牛
'【 愛上 吃 肉 】 澳洲 金牌 和牛 火鍋片',食/肉類/牛
'【 漢克 嚴選 】 美 牛 全 牛 火鍋 肉片 大賞',食/肉類/牛
'【 漢克 嚴選 】 美國 Choice 牛五花 火鍋',食/肉類/牛
'【 漢克 嚴選 】 美國 Choice 牛五花 火鍋 肉片',食/肉類/牛
'【 漢克 嚴選 】 美國 和 鑽牛 N G 牛排',食/肉類/牛
'【 漢克 嚴選 】 美國 和鑽牛 N G 帶骨 牛 小排',食/肉類/牛
'【 漢克 嚴選 】 美國 和鑽牛 PRIME 全 牛 套餐',食/肉類/牛
'【 漢克 嚴選 】 美國 和鑽牛 PRIME 帶骨 牛 小排',食/肉類/牛
'【 漢克 嚴選 】 美國 和鑽牛 PRIME 雪花 嫩 肩 牛排',食/肉類/牛
'【 漢克 嚴選 】 美國 和鑽牛 PRIME 雪花 凝脂 嫩 肩 牛排',食/肉類/牛
'【 漢克 嚴選 】 美國 和鑽牛 PRIME 無 骨 牛 小排',食/肉類/牛
'【 漢克 嚴選 】 美國 和鑽牛 PRIME 無 骨 牛小排 火鍋 肉片',食/肉類/牛
'【 漢克 嚴選 】 美國 和 鑽牛 PRIME 霜降 嫩 肩 牛排',食/肉類/牛
'【 漢克 嚴選 】 美國 和 鑽牛 PRIME 霜降 翼板 牛排',食/肉類/牛
'【 漢克 嚴選 】 美國 和鑽牛 厚切 2 cm 菲力 牛排 組',食/肉類/牛
'【 漢克 嚴選 】 美國 和鑽牛 嫩 肩 牛排',食/肉類/牛
'【 漢克 嚴選 】 美國 和鑽牛 精選 菲力 牛排',食/肉類/牛
'【 漢克 嚴選 】 純血 澳洲 和 牛 極品 無 骨 牛 小排',食/肉類/牛
'【 漢克 嚴選 】 純血 澳洲 和 牛翼板 牛排',食/肉類/牛
'【 漢克 嚴選 】 純血 澳洲 和 牛 霜降 嫩 肩 牛排',食/肉類/牛
'【 漢克 嚴選 】 紐西蘭 PS 米其林 星級 濃香 嫩 肩 牛排',食/肉類/牛
'【 漢克 嚴選 】 紐西蘭 PS 星級 熟成 肋眼 牛排',食/肉類/牛
'【 漢克 嚴選 】 紐西蘭 PS 雪花 沙朗 牛排',食/肉類/牛
'【 漢克 嚴選 】 紐西蘭 PS 熟成 肋眼 牛排',食/肉類/牛
'【 漢克 嚴選 】 紐西蘭 米其林 星級 濃香 嫩 肩 牛排',食/肉類/牛
'【 漢克 嚴選 】 紐西蘭 草飼 嫩 肩 牛排',食/肉類/牛
'【 漢克 嚴選 】 源神 澳洲 日本級 AA10 紅酒 飼 雪花 嫩 肩 牛排 + 嫩 肩 牛排',食/肉類/牛
'【 漢克 嚴選 】 澳洲 源神 AA10 雪花 嫩 肩 牛排',食/肉類/牛
'【 漢克 嚴選 】 澳洲 源神 A A 雪花 嫩 肩 牛排',食/肉類/牛
'【 漢克 嚴選 】 澳洲 源神 紅酒 飼 菲力 牛排',食/肉類/牛
'【 豪鮮 牛肉 】 南美 全 天然 草原牛 嫩 肩 牛排',食/肉類/牛
'【 豪 鮮 牛肉 】 南美 草原 之 心 熟成 菲力 厚切',食/肉類/牛
'【 豪鮮 牛肉 】 美國 安格斯 雪花 嫩 肩 牛排 厚 切',食/肉類/牛
'【 銀蕨 牧場 】 頂級 厚切 菲力 牛排',食/肉類/牛
'【 銀蕨 牧場 】 頂級 菲力 牛排',食/肉類/牛
'【 優 鮮配 】 美國 安格斯 黑牛 CAB USDA Choice 嫩 肩 牛排',食/肉類/牛
'【 鮮肉 王國 】 美國 安格斯 帶骨 帶骨 牛 小排',食/肉類/牛
'【 饗讚 】 大 份量 NG 牛排',食/肉類/牛
'【 饗讚 】 日本 頂級 和牛 霜降 牛肉片',食/肉類/牛
'【 饗讚 】 美國 SBA 雪花板腱 牛排',食/肉類/牛
'【 饗讚 】 美國 牛 五花肉片 + 霜降 牛肉片',食/肉類/牛
'【 饗讚 】 紐西蘭 8 盎司 沙朗嫩 肩 牛排',食/肉類/牛
'【 饗讚 】 紐西蘭 PS級 安格斯 帶骨 牛 小排',食/肉類/牛
'【 饗讚 】 紐西蘭 PS 頂級 菲力 牛排',食/肉類/牛
'【 饗讚 】 紐西蘭 PS 頂級 鮮切 帶骨 牛 小排',食/肉類/牛
'【 饗讚 】 紐西蘭 頂級 鮮 切 帶骨 牛 小排',食/肉類/牛
'【 饗讚 】 超值 大 份量 NG 牛排',食/肉類/牛
'大 火山 火山 極致 蒜香 壽喜 牛',食/肉類/牛
'小時 厚 牛排',食/肉類/牛
'豆皮 牛肉串',食/肉類/牛
'冷藏 澳洲 穀飼牛 梅花 火鍋 肉片',食/肉類/牛
'味王 調理包 紅燒 牛',食/肉類/牛
'法蘭克 牛排',食/肉類/牛
'威靈頓 牛排',食/肉類/牛
'美牛 胸腹 火鍋片',食/肉類/牛
'美國 五花牛',食/肉類/牛
'美國 板腱 牛肉',食/肉類/牛
'美國 金牌 嫩 肩 牛排 原肉',食/肉類/牛
'美國 雪花 牛肉',食/肉類/牛
'美國 頂級 霜降 極 嫩 厚 切 牛排',食/肉類/牛
'美國 翼板 牛舌 雙拼 套餐',食/肉類/牛
'剝皮 辣椒 牛肉串',食/肉類/牛
'烤盤 美國 牛 五 花',食/肉類/牛
'紐西蘭 菲力',食/肉類/牛
'頂級 無 骨 牛 小排',食/肉類/牛
'極品 牛肉湯',食/肉類/牛
'焙煎 咖哩 豆腐 牛',食/肉類/牛
'愛 呷 肉 雪花 牛肉',食/肉類/牛
'澳 牛 嫩 腿 心火片',食/肉類/牛
'澳洲 牛五 花火片',食/肉類/牛
'澳洲 牛 嫩 腿心 炒 肉絲',食/肉類/牛
'澳洲 板腱 牛排',食/肉類/牛
'澳洲 霜降 牛',食/肉類/牛
'熟成 牛五花鍋 套餐',食/肉類/牛
'熟成 牛板腱 套餐',食/肉類/牛
'熟成 板腱 牛肉鍋 套餐',食/肉類/牛
'翼板 牛排',食/肉類/牛
'雙 四 盎司 牛',食/肉類/牛
'雙層 牛肉',食/肉類/牛
'嚴選 美國 CAB 板腱 牛排',食/肉類/牛
'鹽烤 牛舌',食/肉類/牛
'鹽醬 牛 五 花',食/肉類/牛
'【 Real Shop 】 紐西蘭 法式 小 羔羊排',食/肉類/羊
'【 上野 物產 】 羊 肋排 切塊',食/肉類/羊
'【 上野 物產 】 黑 胡椒 迷迭香 帶骨 羊 小排',食/肉類/羊
'【 上野 物產 】 黑 胡椒 迷迭香 羊小排',食/肉類/羊
'【 小嚼士 】 澳洲 小 羔羊 肉片',食/肉類/羊
'【 小嚼士 】 嚴選 小 羔羊腿 肉片',食/肉類/羊
'【 巨廚 】 秘醃 生 羊 肋排 碳烤 特選 羊肩排',食/肉類/羊
'【 那魯灣 生鮮 & 幸福 小胖 】 小 羔羊 羊肩 火鍋片',食/肉類/羊
'【 究好味 】 紐西蘭 小 羔羊 小排',食/肉類/羊
'【 享 吃 肉肉 】 紐西蘭 特選 小 羔羊 肉片',食/肉類/羊
'【 享 吃 肉肉 】 紐西蘭 五星級 羊 小排',食/肉類/羊
'【 享 吃 肉肉 】 紐西蘭 特選 小 羔羊肉片',食/肉類/羊
'【 金澤旬 鮮屋 】 紐西蘭 頂級 小 羔羊 嫩 肩 排',食/肉類/羊
'【 約克街 肉舖 】 孜然 丁骨 羊排',食/肉類/羊
'【 約克街 肉舖 】 孜然 羊肩 排',食/肉類/羊
'【 約克街 肉鋪 】 紐西蘭 小 羔羊肉片',食/肉類/羊
'【 約克街 肉鋪 】 紐西蘭 小 羔羊 後 腿 心 菲力',食/肉類/羊
'【 約克街 肉鋪 】 紐西蘭 小 羔羊排',食/肉類/羊
'【 約克街 肉鋪 】 紐西蘭 羊排骨 切 塊',食/肉類/羊
'【 約克街 肉鋪 】 紐西蘭 帶髓羊 大骨',食/肉類/羊
'【 約克街 肉鋪 】 澳洲 小放山羊 帶 皮 切 塊',食/肉類/羊
'【 美味 邸家 】 紐西蘭 草飼 小 羔羊 嫩 肩',食/肉類/羊
'【 美味 邸家 】 紐西蘭 頂級 帶骨羊 小排',食/肉類/羊
'【 海肉 管家 】 紐西蘭 金典 小 丁骨 羊肉塊',食/肉類/羊
'【 海肉 管家 】 紐西蘭 嫩 肩 骰子 羊肉',食/肉類/羊
'【 海肉 管家 】 紐西蘭 鮮嫩 小 羔羊 五花肉片',食/肉類/羊
'【 海肉 管家 】 碳烤 羊小排',食/肉類/羊
'【 海肉 管家 】 澳洲 帶骨 小羊排',食/肉類/羊
'【 海肉 管家 】 澳洲 雪花 羊肉片',食/肉類/羊
'【 海陸 雙拼 】 紐西蘭 嫩 肩 骰子 羊肉',食/肉類/羊
'【 國際 牛肉店 】 生羊油',食/肉類/羊
'【 國際 牛肉店 】 羊肉 火鍋 肉片',食/肉類/羊
'【 國際 牛肉店 】 羊骨 切 塊',食/肉類/羊
'【 國際 牛肉店 】 羊絞肉',食/肉類/羊
'【 國際 牛肉店 】 羊腸',食/肉類/羊
'【 國際 牛肉店 】 羊 蹄',食/肉類/羊
'【 國際 牛肉店 】 羊雜',食/肉類/羊
'【 國際 牛肉店 】 紐西蘭 小羊肩 火鍋 肉片',食/肉類/羊
'【 國際 牛肉店 】 帶皮 羊肉 切 塊',食/肉類/羊
'【 國際 牛肉店 】 帶骨 羊肉 切 塊',食/肉類/羊
'【 國際 牛肉店 】 帶骨 羊排',食/肉類/羊
'【 清真 市集 】 生羊油',食/肉類/羊
'【 清真 市集 】 羊肉 火鍋 肉片',食/肉類/羊
'【 清真 市集 】 羊骨 切 塊',食/肉類/羊
'【 清真 市集 】 羊腸',食/肉類/羊
'【 清真 市集 】 羊蹄',食/肉類/羊
'【 清真 市集 】 羊雜',食/肉類/羊
'【 清真 市集 】 紐西蘭 小羊肩 火鍋 肉片',食/肉類/羊
'【 清真 市集 】 帶皮 羊肉 切 塊',食/肉類/羊
'【 清真 市集 】 帶骨 羊肉 切 塊',食/肉類/羊
'【 清真 市集 】 帶骨 羊排',食/肉類/羊
'【 凱文 肉舖 】 美淇 食品 澳洲 羊肩捲 火鍋片',食/肉類/羊
'【 勝崎 生鮮 】 紐西蘭 雪花羊 火鍋 肉片',食/肉類/羊
'【 勝崎 生鮮 】 紐西蘭 頂級 小 羊 OP 肋排',食/肉類/羊
'【 勝崎 生鮮 】 澳洲 丁骨 羊排',食/肉類/羊
'【 勝崎 生鮮 】 澳洲 帶骨 小 羊排',食/肉類/羊
'【 森嶼 鮮物 】 手工 厚切 紐西蘭 小 羔羊 羊肉片',食/肉類/羊
'【 愛上 吃 肉 】 紐西蘭 五星級 羊 小排',食/肉類/羊
'【 愛尚 極 鮮 】 紐西蘭 五星級 羊 小排',食/肉類/羊
'【 漢克 嚴選 】 紐西蘭 小 羔羊 法式 帶骨 羊肩 小排',食/肉類/羊
'【 漢克 嚴選 】 紐西蘭 小 羔羊 香 嫩 丁骨 羊排',食/肉類/羊
'【 賣 魚 的 家 】 紐西蘭 精選 羊肉片',食/肉類/羊
'【 鮮食堂 】 爽口 不 膩 紐西蘭 特選 小 羔羊肉片',食/肉類/羊
'【 嚴選 好物 HOWGOOD 】 紐西蘭 和 羊 火鍋 肉片',食/肉類/羊
'食 肉類 羊 佔位符 1',食/肉類/羊
'食 肉類 羊 佔位符 10',食/肉類/羊
'食 肉類 羊 佔位符 11',食/肉類/羊
'食 肉類 羊 佔位符 12',食/肉類/羊
'食 肉類 羊 佔位符 13',食/肉類/羊
'食 肉類 羊 佔位符 14',食/肉類/羊
'食 肉類 羊 佔位符 15',食/肉類/羊
'食 肉類 羊 佔位符 16',食/肉類/羊
'食 肉類 羊 佔位符 17',食/肉類/羊
'食 肉類 羊 佔位符 18',食/肉類/羊
'食 肉類 羊 佔位符 19',食/肉類/羊
'食 肉類 羊 佔位符 2',食/肉類/羊
'食 肉類 羊 佔位符 20',食/肉類/羊
'食 肉類 羊 佔位符 21',食/肉類/羊
'食 肉類 羊 佔位符 22',食/肉類/羊
'食 肉類 羊 佔位符 23',食/肉類/羊
'食 肉類 羊 佔位符 24',食/肉類/羊
'食 肉類 羊 佔位符 25',食/肉類/羊
'食 肉類 羊 佔位符 26',食/肉類/羊
'食 肉類 羊 佔位符 27',食/肉類/羊
'食 肉類 羊 佔位符 28',食/肉類/羊
'食 肉類 羊 佔位符 29',食/肉類/羊
'食 肉類 羊 佔位符 3',食/肉類/羊
'食 肉類 羊 佔位符 30',食/肉類/羊
'食 肉類 羊 佔位符 31',食/肉類/羊
'食 肉類 羊 佔位符 32',食/肉類/羊
'食 肉類 羊 佔位符 33',食/肉類/羊
'食 肉類 羊 佔位符 34',食/肉類/羊
'食 肉類 羊 佔位符 35',食/肉類/羊
'食 肉類 羊 佔位符 36',食/肉類/羊
'食 肉類 羊 佔位符 37',食/肉類/羊
'食 肉類 羊 佔位符 38',食/肉類/羊
'食 肉類 羊 佔位符 39',食/肉類/羊
'食 肉類 羊 佔位符 4',食/肉類/羊
'食 肉類 羊 佔位符 40',食/肉類/羊
'食 肉類 羊 佔位符 41',食/肉類/羊
'食 肉類 羊 佔位符 42',食/肉類/羊
'食 肉類 羊 佔位符 43',食/肉類/羊
'食 肉類 羊 佔位符 44',食/肉類/羊
'食 肉類 羊 佔位符 45',食/肉類/羊
'食 肉類 羊 佔位符 46',食/肉類/羊
'食 肉類 羊 佔位符 47',食/肉類/羊
'食 肉類 羊 佔位符 48',食/肉類/羊
'食 肉類 羊 佔位符 49',食/肉類/羊
'食 肉類 羊 佔位符 5',食/肉類/羊
'食 肉類 羊 佔位符 50',食/肉類/羊
'食 肉類 羊 佔位符 6',食/肉類/羊
'食 肉類 羊 佔位符 7',食/肉類/羊
'食 肉類 羊 佔位符 8',食/肉類/羊
'食 肉類 羊 佔位符 9',食/肉類/羊
'紐西蘭 頂級 藍帶 法式 小 羔羊排',食/肉類/羊
'【 KAWA 巧活 】 能量 豬 五花 火鍋片',食/肉類/豬
'【 KAWA 巧活 】 能量 豬肉片',食/肉類/豬
'【 卜蜂 】 特選 國產 手切 霜降 松阪 豬',食/肉類/豬
'【 卜蜂 】 國產 豬小排 . 小 菲力 豬 . 里肌 豬排 . 五花肉丁 . 豬肉絲 . 豬絞肉',食/肉類/豬
'【 卜蜂 】 國產 鮮嫩 骰子 豬 小排',食/肉類/豬
'【 卜蜂 】 國產 鮮嫩 豬小排 . 小 菲力 豬 . 里肌 豬排 . 五花肉丁 . 豬肉絲 . 豬絞肉',食/肉類/豬
'【 卜蜂 】 國產 嚴選 蒜香 醃漬 里肌 豬排',食/肉類/豬
'【 卜蜂 】 國產 嚴選 豬肉',食/肉類/豬
'【 卜蜂 】 超 鮮嫩 雪花 里肌 豬肉片',食/肉類/豬
'【 卜蜂 】 黃金 比例 國產 豬絞肉',食/肉類/豬
'【 卜蜂 】 醃漬 入味 客家 風味 鹹 豬肉',食/肉類/豬
'【 卜蜂 】 醃漬 去骨 古早味 里肌 豬排',食/肉類/豬
'【 卜蜂 】 鮮嫩 好食 國產 梅花 火鍋片',食/肉類/豬
'【 卜蜂 】 嚴選 國產 豬 附皮 五花肉丁',食/肉類/豬
'【 卜蜂 】 饕 級 鮮嫩 國產 雪花 里肌 . 梅花 火鍋片 . 五花 燒烤片 . 豬絞肉',食/肉類/豬
'【 卜蜂 】 饕 級 鮮嫩 雪花 里肌 . 梅花 火鍋片 . 五花燒烤片 . 豬絞肉',食/肉類/豬
'【 卜蜂 】 饕級 鮮嫩 雪花 里肌 . 梅花 火鍋片 . 五花 燒烤片 . 黃金 比例 豬絞肉',食/肉類/豬
'【 三 頓 飯 】 西班牙 伊比利 梅花 豬肉片',食/肉類/豬
'【 三 頓 飯 】 西班牙 伊比利 梅花 豬排',食/肉類/豬
'【 大成 】 日式 鹽麴醬 燒 豚',食/肉類/豬
'【 大成 】 黑蜜豬 極緻 烤 肉',食/肉類/豬
'【 大成 】 黑蜜豬 極緻 梅花 、 五花 、 里肌 、 胛心肉',食/肉類/豬
'【 小嚼士 】 台灣 鹹豬肉 炒片',食/肉類/豬
'【 小嚼士 】 法式 戰斧 豬排',食/肉類/豬
'【 小嚼士 】 客家 五花 鹹 豬肉 條',食/肉類/豬
'【 小嚼士 】 頂級 松阪 豬肉片',食/肉類/豬
'【 小嚼士 】 頂級 霜降 松阪 豬',食/肉類/豬
'【 小嚼士 】 蜜汁 里肌 燒肉片',食/肉類/豬
'【 小嚼士 】 霜降 梅花 豬肉片',食/肉類/豬
'【 小嚼士 】 嚴選 豬五花 肉片',食/肉類/豬
'【 小嚼士 】 嚴選 豬腿 肉片',食/肉類/豬
'【 天和 鮮物 】 厚呷 豬 雪花 火鍋 肉片',食/肉類/豬
'【 王品 集團 】 王品 嚴選 / 日式 風味 豬肉片',食/肉類/豬
'【 王品 集團 】 王品 嚴選 台灣 極品 梅花豬 燒烤 炒肉片',食/肉類/豬
'【 王品 集團 】 王品 嚴選 特大 秘製 德國 豬腳',食/肉類/豬
'【 台畜 】 迷迭香 戰斧 豬排',食/肉類/豬
'【 台畜 】 嚴選 台灣 生鮮 豬肉',食/肉類/豬
'【 台糖 安心豚 】 小排肉 中排肉',食/肉類/豬
'【 台糖 安心豚 】 中排肉',食/肉類/豬
'【 台糖 安心豚 】 五花肉',食/肉類/豬
'【 台糖 安心豚 】 去 皮 五花肉',食/肉類/豬
'【 台糖 安心豚 】 前腿 肉絲',食/肉類/豬
'【 台糖 安心豚 】 雪花肉 / 松阪肉',食/肉類/豬
'【 台糖 安心豚 】 雪花肉 / 霜降肉',食/肉類/豬
'【 台糖 安心豚 】 精製 絞肉 _ 低脂 絞肉',食/肉類/豬
'【 台糖 安心豚 】 調味 里肌 豬排',食/肉類/豬
'【 台糖 安心豚 】 豬小排肉',食/肉類/豬
'【 台糖 安心豚 】 豬小排肉 / 肋排',食/肉類/豬
'【 台糖 安心豚 】 豬絞肉',食/肉類/豬
'【 台糖 安心豚 】 豬腱肉',食/肉類/豬
'【 台糖 安心豚 】 豬龍骨',食/肉類/豬
'【 巧食家 】 國產 五花 豬肉串',食/肉類/豬
'【 正一 排骨 】 台灣 肉品 厚 工 手感 排骨',食/肉類/豬
'【 永豐餘 生技 】 台灣 正 黑 豬 小排',食/肉類/豬
'【 永豐餘 生技 】 台灣 正 黑 豬 帶皮 五花肉',食/肉類/豬
'【 永豐餘 生技 】 台灣 正 黑 豬 梅花 肉片',食/肉類/豬
'【 永豐餘 生技 】 伊比利豬 梅花 肉片',食/肉類/豬
'【 永豐餘 生技 】 冷凍 台灣 正 黑 豬',食/肉類/豬
'【 好 神 】 MIT 鮮嫩 梅花 豬肉片',食/肉類/豬
'【 好神 】 厚切 豬里肌 排',食/肉類/豬
'【 老爸 ㄟ 廚房 】 古法 醃漬 客家 鹹豬肉',食/肉類/豬
'【 究好 豬 】 松阪 肉片',食/肉類/豬
'【 究好 豬 】 帶皮 五花肉 條',食/肉類/豬
'【 究好豬 】 梅花燒 肉片',食/肉類/豬
'【 究好豬 】 燉湯 排骨',食/肉類/豬
'【 享 吃 肉肉 】 西班牙 頂級 霜降 松阪 豬',食/肉類/豬
'【 金園 排骨 】 老字號 厚 切 排骨',食/肉類/豬
'【 金園 排骨 】 厚切 排骨',食/肉類/豬
'【 金園 排骨 】 特級 厚切 排骨',食/肉類/豬
'【 金澤旬 鮮屋 】 加拿大 帶骨豬 小排',食/肉類/豬
'【 約克街 肉舖 】 國產 豬里肌 上蓋 肋條',食/肉類/豬
'【 約克街 肉鋪 】 台灣 厚切 培根',食/肉類/豬
'【 約克街 肉鋪 】 台灣 帶骨 梅花豬 小排',食/肉類/豬
'【 約克街 肉鋪 】 台灣 豬絞肉',食/肉類/豬
'【 美味 邸家 】 西班牙 國寶 伊比利 松阪 豬',食/肉類/豬
'【 海 之 醇 】 黃金 六 兩 極品 松阪 豬',食/肉類/豬
'【 海 之 醇 】 鮮嫩 豬軟骨',食/肉類/豬
'【 海肉 管家 】 BBQ 和風 炭烤 豬肋排',食/肉類/豬
'【 海 肉 管家 】 台灣 嚴選 霜降豬',食/肉類/豬
'【 海肉 管家 】 西班牙 伊比利 梅花豬 烤 肉',食/肉類/豬
'【 海鮮 主義 】 戰斧 豬排',食/肉類/豬
'【 陽光 豬 】 二 層 肉',食/肉類/豬
'【 陽光 豬 】 上 排排 骨',食/肉類/豬
'【 陽光 豬 】 梅花 火鍋 肉片 五花 火鍋 肉片',食/肉類/豬
'【 陽光 豬 】 龍骨 上 排',食/肉類/豬
'【 凱文 肉舖 】 台灣 黑豬 燒烤組 黑 豬 梅花 燒烤片 黑 豬 五花 燒烤片 黑 豬里肌 燒烤片',食/肉類/豬
'【 凱文 肉舖 】 美淇 食品 西班牙 伊比利 豬 梅花 火鍋片',食/肉類/豬
'【 勝崎 生鮮 】 國產 極品 黑 豚 黃金 六 兩 霜降 松板 豬',食/肉類/豬
'【 勝崎 生鮮 】 國產 嚴選 極品 黑豚 霜降 五花',食/肉類/豬
'【 勝崎 生鮮 】 國產 嚴選 極品 黑豚 霜降 五花 火鍋 肉片',食/肉類/豬
'【 勝崎 生鮮 】 國產 嚴選 極品 黑豚 鮮嫩 梅花 火鍋 肉片',食/肉類/豬
'【 富統 食品 】 古早味 鐵路 里肌 豬排',食/肉類/豬
'【 無敵 好 食 】 豬肉 火鍋 肉片',食/肉類/豬
'【 量販箱 】 照燒 豬肉排',食/肉類/豬
'【 愛上 吃 肉 】 特選 豬小排',食/肉類/豬
'【 農場 晃晃 FARM AROUND YOU 】 Omega 亞麻籽 豬松板 肉片',食/肉類/豬
'【 漢克 嚴選 】 西班牙 伊比利 霜降 松阪 豬',食/肉類/豬
'【 漢克 嚴選 】 西班牙 香 嫩 醃製 里肌 豬排',食/肉類/豬
'【 漢克 嚴選 】 西班牙 臻寶 豬五花 燒烤 火鍋 肉片',食/肉類/豬
'【 築地 一 番 鮮 】 橡實果 Bellota 伊比利 豬肋條',食/肉類/豬
'【 築地 一 番 鮮 】 懷古 鐵路 排骨',食/肉類/豬
'【 優鮮配 】 團購組 橡實果 Bellota 伊比利 豬肋條',食/肉類/豬
'【 優鮮配 】 橡實果 Bellota 伊比利 豬肋條',食/肉類/豬
'【 優 鮮 配 】 戰斧 小豬排',食/肉類/豬
'【 鮮食堂 】 西班牙 頂級 霜降 松板 豬',食/肉類/豬
'【 鮮食堂 】 料理 常備 國產 梅花 豬排',食/肉類/豬
'【 鮮綠 生活 】 西班牙 松阪 豬',食/肉類/豬
'【 嚴選 好物 HOWGOOD 】 西班牙 國寶 伊比利 豬火鍋 肉片',食/肉類/豬
'台灣 精選 梅花豬',食/肉類/豬
'西班牙 國寶 伊比利 豬 燒烤 香 煎 肉片',食/肉類/豬
'老饕 豬排',食/肉類/豬
'冷藏 台灣 豬背骨',食/肉類/豬
'味王 筍絲 焢肉',食/肉類/豬
